,type,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldPrice,soldOn,listPrice,status
1772,single_family,1966.0,3.0,2.0,1.0,1.0,1.0,,1525.0,2.0,,,290000.0,for_sale
1225,single_family,1926.0,4.0,3.0,3.0,,2.0,7680.0,2700.0,3.0,780000.0,2021-02-09,939000.0,for_sale
1532,condos,2008.0,2.0,2.0,2.0,,1.0,,1238.0,53.0,577500.0,2010-05-03,649000.0,for_sale
51,single_family,1886.0,3.0,2.0,2.0,,2.0,3125.0,1500.0,3.0,,,750000.0,for_sale
1972,single_family,1898.0,5.0,3.0,2.0,1.0,,3025.0,2536.0,2.0,20000.0,1976-11-09,49900.0,for_sale
507,condos,2001.0,2.0,2.0,2.0,,1.0,,1200.0,16.0,285000.0,2014-05-02,350000.0,for_sale
878,multi_family,1895.0,6.0,2.0,2.0,,1.0,4464.0,,,13500.0,2016-12-07,65000.0,for_sale
624,single_family,1896.0,4.0,4.0,3.0,1.0,,2091.0,2848.0,3.0,375000.0,2004-11-18,1000000.0,for_sale
599,multi_family,1924.0,12.0,6.0,6.0,,3.0,,4800.0,,445000.0,2022-10-06,495000.0,for_sale
297,condos,2005.0,2.0,3.0,2.0,1.0,1.0,,2400.0,3.0,400000.0,2007-08-07,280500.0,for_sale
1463,single_family,1948.0,2.0,2.0,2.0,,2.0,3751.0,1800.0,1.0,163000.0,2015-08-06,264888.0,for_sale
670,land,,,0.0,,,,3049.0,,,,,30000.0,for_sale
1401,single_family,2023.0,3.0,3.0,3.0,,2.0,3750.0,3000.0,2.0,,,534999.0,for_sale
1778,single_family,1923.0,3.0,2.0,2.0,,1.0,,,,220000.0,2012-10-30,395000.0,for_sale
1796,single_family,1950.0,3.0,2.0,2.0,,2.0,,1207.0,2.0,30000.0,1987-08-10,169900.0,for_sale
1100,single_family,1952.0,3.0,3.0,2.0,1.0,,,1937.0,1.0,215000.0,2002-04-25,499999.0,for_sale
1077,condos,1891.0,2.0,2.0,2.0,,,,,3.0,326000.0,2016-06-07,410000.0,for_sale
248,condos,,2.0,2.0,2.0,,,,1375.0,5.0,269000.0,2017-05-25,299900.0,for_sale
554,single_family,1925.0,5.0,3.0,3.0,,2.0,4125.0,4200.0,2.0,86500.0,1982-10-05,699000.0,for_sale
1618,single_family,1891.0,6.0,6.0,5.0,1.0,2.0,2357.0,6300.0,3.0,1565000.0,2009-01-08,2900000.0,for_sale
705,single_family,1918.0,3.0,2.0,2.0,,2.0,4008.0,2130.0,2.0,74500.0,1997-10-29,110000.0,for_sale
75,condos,1911.0,3.0,3.0,3.0,,1.0,,,3.0,600000.0,2019-04-30,725000.0,for_sale
717,single_family,1919.0,2.0,1.0,1.0,,2.0,3999.0,1080.0,1.0,81873.0,2023-06-15,99000.0,for_sale
228,land,2002.0,,0.0,,,,200.0,,,,,200.0,for_sale
1879,single_family,1928.0,3.0,3.0,3.0,,2.0,3899.0,1712.0,2.0,175000.0,2012-02-16,365000.0,for_sale
1470,single_family,1949.0,2.0,2.0,2.0,,2.0,3811.0,2000.0,,209000.0,2017-05-23,250000.0,for_sale
101,condos,2016.0,4.0,3.0,3.0,,1.0,,2300.0,4.0,925000.0,2022-01-11,965000.0,for_sale
1432,condos,2023.0,3.0,2.0,2.0,,1.0,,1089.0,4.0,,,427280.0,for_sale
1666,condos,1963.0,2.0,1.0,1.0,,2.0,,825.0,40.0,199000.0,2022-07-07,317500.0,for_sale
1515,single_family,1896.0,6.0,5.0,4.0,1.0,,1930.0,,3.0,1010000.0,2020-11-18,1199000.0,for_sale
1973,condos,1975.0,1.0,1.0,1.0,,1.0,,816.0,55.0,239000.0,2005-09-09,210000.0,for_sale
95,condos,1914.0,2.0,1.0,1.0,,,,,3.0,223000.0,2016-07-27,345000.0,for_sale
1581,condos,2003.0,2.0,2.0,2.0,,1.0,,1300.0,60.0,480000.0,2014-09-18,425000.0,for_sale
17,single_family,1925.0,5.0,4.0,3.0,1.0,2.0,8650.0,4557.0,2.0,,,1350000.0,for_sale
1079,single_family,1890.0,6.0,2.0,2.0,,,6251.0,,3.0,3500.0,2015-12-11,55000.0,for_sale
541,condos,2001.0,1.0,1.0,1.0,,1.0,,,20.0,,,275000.0,for_sale
1477,condos,1974.0,2.0,2.0,2.0,,1.0,,1000.0,28.0,52000.0,1984-06-01,250000.0,for_sale
799,condos,1928.0,2.0,1.0,1.0,,,,1200.0,3.0,36000.0,2011-11-07,249500.0,for_sale
1358,single_family,1875.0,3.0,3.0,2.0,1.0,2.0,3075.0,2156.0,2.0,,,995000.0,for_sale
1465,condos,1920.0,2.0,2.0,2.0,,,,,2.0,200000.0,2012-12-10,225000.0,for_sale
1541,single_family,1885.0,6.0,9.0,6.0,3.0,3.0,3354.0,,,7500000.0,2017-10-19,7900000.0,for_sale
1485,single_family,1891.0,4.0,4.0,3.0,1.0,2.0,3123.0,,,1060000.0,2020-04-29,1250000.0,for_sale
1251,condos,2019.0,3.0,2.0,2.0,,1.0,,1700.0,3.0,,,700000.0,for_sale
563,single_family,1950.0,3.0,2.0,2.0,,2.0,7260.0,,2.0,499000.0,2023-04-18,539000.0,for_sale
1806,single_family,1910.0,2.0,1.0,1.0,,,,1200.0,3.0,,,137500.0,for_sale
1279,single_family,1960.0,5.0,2.0,2.0,,2.0,6250.0,1512.0,2.0,215000.0,2006-05-18,337000.0,for_sale
241,townhomes,1945.0,2.0,1.0,1.0,,1.0,,936.0,2.0,,,49000.0,for_sale
1271,single_family,1923.0,3.0,2.0,2.0,,,3920.0,1300.0,1.0,,,239900.0,for_sale
1447,multi_family,1885.0,5.0,2.0,2.0,,,,,,,,89000.0,for_sale
613,condos,1923.0,2.0,1.0,1.0,,1.0,,,24.0,255000.0,2006-06-01,249900.0,for_sale
125,condos,,2.0,2.0,2.0,,,,1350.0,4.0,,,629000.0,for_sale
607,single_family,1949.0,2.0,1.0,1.0,,,,900.0,4.0,,,115000.0,for_sale
1481,single_family,1955.0,3.0,2.0,1.0,1.0,1.0,4375.0,1362.0,1.0,,,189900.0,for_sale
1797,single_family,1920.0,1.0,1.0,1.0,,,,900.0,3.0,,,135000.0,for_sale
803,multi_family,1915.0,8.0,3.0,3.0,,,,,,15000.0,2010-05-14,239900.0,for_sale
535,condos,1962.0,1.0,1.0,1.0,,,,725.0,60.0,69500.0,1992-05-20,325000.0,for_sale
1585,condos,2007.0,2.0,2.0,1.0,1.0,1.0,,1200.0,10.0,440000.0,2017-12-06,449500.0,for_sale
1684,single_family,1926.0,4.0,3.0,2.0,1.0,2.0,3125.0,2876.0,2.0,128000.0,2022-07-21,250000.0,for_sale
289,single_family,1921.0,4.0,3.0,3.0,,2.0,3750.0,2154.0,2.0,135000.0,1994-01-26,389000.0,for_sale
1289,multi_family,1918.0,5.0,2.0,2.0,,,3125.0,,,,,59900.0,for_sale
1975,condos,2004.0,3.0,4.0,3.0,1.0,1.0,,2400.0,3.0,669000.0,2021-05-04,799000.0,for_sale
1912,townhomes,1990.0,2.0,3.0,2.0,1.0,1.0,,,2.0,375000.0,2005-07-05,499900.0,for_sale
1763,single_family,1928.0,6.0,3.0,2.0,1.0,2.0,4125.0,,2.0,395000.0,2022-10-12,474900.0,for_sale
636,single_family,2024.0,3.0,2.0,2.0,,,2928.0,,2.0,82000.0,2004-05-11,425000.0,for_sale
1858,single_family,1895.0,5.0,2.0,2.0,,,6450.0,1800.0,2.0,160000.0,2005-10-03,210000.0,for_sale
1604,multi_family,1885.0,7.0,4.0,4.0,,,6098.0,,,,,159900.0,for_sale
271,condos,2003.0,3.0,2.0,2.0,,,,1700.0,3.0,,,239900.0,for_sale
1712,townhomes,1953.0,2.0,2.0,1.0,1.0,,,1049.0,2.0,49500.0,1999-08-06,110000.0,for_sale
37,single_family,1968.0,3.0,3.0,3.0,,1.0,3485.0,2250.0,,174500.0,2001-05-30,384500.0,for_sale
1050,single_family,1939.0,3.0,3.0,2.0,1.0,2.0,4620.0,1750.0,2.0,,,217000.0,for_sale
123,multi_family,1898.0,4.0,2.0,2.0,,2.0,2698.0,,,111500.0,1992-01-30,699900.0,for_sale
1697,condos,2004.0,2.0,3.0,2.0,1.0,,,,3.0,535000.0,2018-02-28,599900.0,for_sale
980,single_family,1910.0,3.0,1.0,1.0,,2.0,3750.0,1152.0,2.0,57500.0,1994-12-14,149000.0,for_sale
1658,condos,1965.0,1.0,1.0,1.0,,2.0,,,25.0,125000.0,2022-08-10,100000.0,for_sale
1433,single_family,1926.0,3.0,2.0,1.0,1.0,,3198.0,1800.0,2.0,65000.0,1998-06-24,309900.0,for_sale
184,condos,1972.0,2.0,2.0,2.0,,1.0,,1100.0,30.0,420000.0,2021-03-25,500000.0,for_sale
1253,single_family,1925.0,3.0,2.0,2.0,,2.0,,3720.0,1.0,30500.0,2020-05-26,235000.0,for_sale
1380,single_family,1956.0,3.0,1.0,1.0,,2.0,5793.0,998.0,1.0,165000.0,2020-11-10,269900.0,for_sale
266,single_family,1949.0,4.0,2.0,2.0,,,3750.0,1800.0,2.0,185000.0,2002-07-08,259900.0,for_sale
806,single_family,1927.0,4.0,3.0,3.0,,1.0,4164.0,3400.0,2.0,150000.0,2022-05-06,285000.0,for_sale
170,townhomes,2024.0,3.0,3.0,2.0,1.0,2.0,1984.0,1670.0,2.0,,,469000.0,for_sale
492,condos,1906.0,1.0,1.0,1.0,,,,880.0,7.0,250000.0,2020-10-14,249999.0,for_sale
1917,multi_family,1885.0,6.0,4.0,4.0,,,3125.0,,,300000.0,2018-04-18,475000.0,for_sale
1572,single_family,1925.0,4.0,3.0,3.0,,2.0,3125.0,1425.0,2.0,167000.0,1997-08-04,350000.0,for_sale
1812,multi_family,1905.0,6.0,2.0,2.0,,,3250.0,,,31000.0,2013-09-04,159900.0,for_sale
623,single_family,1938.0,3.0,2.0,1.0,1.0,2.0,3125.0,1401.0,2.0,53000.0,1983-08-01,149900.0,for_sale
914,condos,2007.0,3.0,2.0,2.0,,2.0,,,4.0,480000.0,2012-03-13,799000.0,for_sale
238,single_family,1944.0,4.0,4.0,3.0,1.0,2.0,,2700.0,2.0,180000.0,2021-06-24,790000.0,for_sale
809,single_family,,5.0,4.0,4.0,,2.0,10000.0,4000.0,2.0,528000.0,2006-10-26,1895000.0,for_sale
595,land,,,0.0,,,,40511.0,,,,,4449000.0,for_sale
1834,condos,,3.0,3.0,2.0,1.0,1.0,,,3.0,760000.0,2022-08-03,785000.0,for_sale
1810,single_family,1948.0,3.0,2.0,2.0,,2.0,,893.0,1.0,,,290000.0,for_sale
918,single_family,,4.0,2.0,2.0,,,3125.0,1150.0,1.0,,,32900.0,for_sale
776,condos,1915.0,2.0,2.0,2.0,,,,,2.0,270000.0,2017-05-04,269900.0,for_sale
1960,multi_family,1896.0,7.0,4.0,4.0,,2.0,3049.0,,,135000.0,1990-03-14,779000.0,for_sale
1454,single_family,1946.0,3.0,1.0,1.0,,,4356.0,1156.0,2.0,,,69900.0,for_sale
454,single_family,,4.0,3.0,2.0,1.0,,3125.0,1881.0,2.0,,,294000.0,for_sale
1759,condos,1920.0,2.0,2.0,2.0,,,,1350.0,4.0,375000.0,2021-05-28,435000.0,for_sale
1034,multi_family,1903.0,6.0,2.0,2.0,,,,,,,,109200.0,for_sale
640,single_family,,2.0,2.0,2.0,,2.0,3125.0,1000.0,2.0,85000.0,1994-04-15,190000.0,for_sale
1518,multi_family,1923.0,4.0,2.0,2.0,,,3485.0,,,126500.0,2008-07-25,140000.0,for_sale
430,condos,1999.0,3.0,2.0,2.0,,1.0,,,4.0,,,549950.0,for_sale
20,multi_family,2010.0,7.0,5.0,3.0,2.0,,2900.0,,,285000.0,2007-11-26,244400.0,for_sale
669,land,,,0.0,,,,4125.0,,,,,30000.0,for_sale
1402,multi_family,,5.0,2.0,2.0,,2.0,3125.0,,,125000.0,2008-09-29,550000.0,for_sale
1332,multi_family,1923.0,6.0,4.0,4.0,,2.0,3625.0,,,382000.0,2015-11-16,725000.0,for_sale
1232,multi_family,1910.0,8.0,3.0,3.0,,2.0,10890.0,,,125000.0,2003-10-24,405000.0,for_sale
1452,condos,2005.0,2.0,2.0,2.0,,,,1500.0,3.0,570000.0,2018-11-30,749000.0,for_sale
741,condos,1920.0,1.0,1.0,1.0,,,,,3.0,200000.0,2017-08-08,219999.0,for_sale
137,condos,2006.0,2.0,2.0,2.0,,,,1296.0,3.0,108500.0,2011-05-31,397999.0,for_sale
301,single_family,1921.0,3.0,2.0,2.0,,2.0,4000.0,2000.0,2.0,44000.0,1983-08-01,415000.0,for_sale
471,multi_family,,5.0,3.0,3.0,,2.0,3750.0,,,412000.0,2003-12-15,585500.0,for_sale
1046,single_family,1958.0,3.0,2.0,1.0,1.0,,3000.0,1040.0,1.0,65000.0,1993-07-06,169000.0,for_sale
1460,condos,1970.0,1.0,1.0,1.0,,,,750.0,12.0,42500.0,2000-06-08,44900.0,for_sale
602,single_family,2010.0,5.0,6.0,5.0,1.0,4.0,10250.0,7000.0,3.0,3050000.0,2022-09-02,4995900.0,for_sale
33,single_family,1925.0,4.0,2.0,1.0,1.0,2.0,4125.0,1400.0,2.0,,,339900.0,for_sale
242,single_family,1960.0,3.0,1.0,1.0,,2.0,5320.0,1200.0,,,,299900.0,for_sale
1040,townhomes,1988.0,4.0,5.0,4.0,1.0,1.0,,3800.0,4.0,1300000.0,2008-01-29,1050000.0,for_sale
1015,single_family,1961.0,3.0,1.0,1.0,,,8499.0,1200.0,,8500.0,2019-04-11,115000.0,for_sale
182,condos,1974.0,2.0,3.0,2.0,1.0,2.0,,,28.0,515000.0,2011-04-05,590000.0,for_sale
1373,multi_family,1924.0,5.0,4.0,4.0,,3.0,5000.0,,,252000.0,2021-11-30,298000.0,for_sale
1966,townhomes,2023.0,3.0,4.0,3.0,1.0,2.0,1180.0,2300.0,3.0,,,599900.0,for_sale
1053,multi_family,1901.0,6.0,3.0,3.0,,2.0,37897.0,3009.0,,35000.0,1978-05-22,450000.0,for_sale
358,condos,1922.0,4.0,4.0,4.0,,,,3000.0,17.0,406000.0,2015-05-22,499000.0,for_sale
96,condos,,3.0,3.0,3.0,,,,2000.0,1.0,309000.0,2019-07-09,360000.0,for_sale
80,single_family,2001.0,3.0,3.0,2.0,1.0,2.0,,2889.0,2.0,,,824000.0,for_sale
700,condos,1970.0,3.0,2.0,2.0,,,,1000.0,5.0,,,52000.0,for_sale
1718,single_family,1928.0,5.0,6.0,5.0,1.0,3.0,7350.0,4200.0,3.0,540000.0,2016-10-07,1245000.0,for_sale
677,land,,,0.0,,,,15280.0,,,60000.0,2002-02-28,200000.0,for_sale
963,single_family,1926.0,4.0,1.0,1.0,,1.0,3746.0,1110.0,2.0,124500.0,2003-10-30,89900.0,for_sale
751,single_family,1905.0,4.0,2.0,1.0,1.0,2.0,6151.0,1523.0,2.0,18000.0,2015-08-31,275000.0,for_sale
1128,condos,2005.0,1.0,1.0,1.0,,2.0,,858.0,7.0,,,250000.0,for_sale
386,single_family,1922.0,6.0,2.0,2.0,,2.0,6251.0,1040.0,2.0,163500.0,2015-03-23,250000.0,for_sale
1574,single_family,1926.0,4.0,3.0,3.0,,2.0,3125.0,3531.0,2.0,150000.0,2021-10-28,410000.0,for_sale
5,single_family,1921.0,4.0,3.0,2.0,1.0,2.0,3811.0,2800.0,2.0,350000.0,2015-03-25,599000.0,for_sale
1688,condos,2005.0,2.0,2.0,2.0,,2.0,,1300.0,10.0,370000.0,2012-11-07,588000.0,for_sale
905,condos,,2.0,2.0,2.0,,1.0,,1600.0,4.0,571000.0,2017-12-08,749000.0,for_sale
1609,condos,2009.0,2.0,1.0,1.0,,1.0,,1035.0,30.0,380000.0,2021-07-20,365000.0,for_sale
139,multi_family,1875.0,7.0,3.0,3.0,,,2475.0,,,55000.0,1987-03-01,694995.0,for_sale
1952,condos,1967.0,2.0,2.0,2.0,,1.0,,1825.0,40.0,310000.0,2023-09-13,835000.0,for_sale
1007,single_family,1915.0,3.0,2.0,2.0,,1.0,3125.0,2744.0,2.0,89000.0,1995-01-13,214900.0,for_sale
224,land,,,0.0,,,,3125.0,,,15000.0,1992-10-23,84500.0,for_sale
904,condos,2000.0,3.0,2.0,2.0,,1.0,,1671.0,4.0,625000.0,2022-06-17,649900.0,for_sale
656,condos,,2.0,2.0,2.0,,1.0,,1235.0,5.0,337500.0,2019-05-10,389900.0,for_sale
1762,single_family,1925.0,3.0,3.0,2.0,1.0,2.0,3872.0,1210.0,2.0,106000.0,2022-01-26,259900.0,for_sale
313,single_family,1893.0,6.0,7.0,6.0,1.0,2.0,2574.0,8000.0,3.0,,,2999999.0,for_sale
1111,single_family,1908.0,4.0,3.0,3.0,,,3720.0,1124.0,2.0,16000.0,1995-02-03,84900.0,for_sale
